ID,Word,Description,Has Video
W03491,tôn trọng,"Giữ gìn và tránh vi phạm, xúc phạm đến.",false
W03492,tôn thờ,"Ngưỡng mộ, coi trọng đến mức cho là thiêng liêng đối với mình.",false
W03495,tổ trưởng,Người đứng đầu điều hành công việc của một nhóm người.,false
W03501,tôn trọng,Tỏ thái độ đánh giá cao và cho là không được vi phạm hoặc xúc phạm đến.,false
W03505B,tổng thống,"Nguyên thủ quốc gia, cá nhân lãnh đạo cao nhất trong một quốc gia, cũng như thủ tướng quyền hành và phạm vi của họ phụ thuộc quy định đề ra từ tổ chức lập pháp cao nhất của quốc gia đó.",false
W03507,tống tiền,Đe doạ hoặc hành hung để bắt phải nộp tiền.,true
W03508B,tờ báo,,false
W03509B,tờ giấy,,false
W03512,tờ tiền,,true
W03517,trại giam,Nơi giam giữ tù nhân.,true
W03519,trang trí,"Sắp xếp, bố trí các vật có hình khối, đường nét, màu sắc khác nhau sao cho tạo ra một sự hài hoà, làm đẹp mắt một khoảng không gian nào đó.",true
W03526,trả lời,Nói cho người nào đó biết điều người ấy hỏi hoặc yêu cầu.,false
W03528,trách nhiệm,"Phần việc được giao, phải bảo đảm làm tròn, nếu kết quả không tốt thì phải gánh chịu phần hậu quả.",false
W03531B,trái nghĩa,Từ có nghĩa trái ngược nhau.,false
W03534,trạm xe buýt,"Nơi bố trí ở dọc đường giao thông, đón trả khách.",true
W03535,trạm y tế,Cơ sở chữa bệnh nhỏ ở xã hoặc cơ quan.,true
W03537,trang phục,"Gồm các loại áo quần và một số vật dụng khác đi đi kèm như mũ, giầy, tất, khăn quàng.",true
W03542,tranh luận,Bàn cãi để tìm ra lẽ phải.,true
W03543,tai nạn giao thông,,true
W03545,trao tặng,Trao cho một cách trang trọng.,true
W03550B,trăng,Vệ tinh tự nhiên duy nhất của Trái Đất và là vệ tinh tự nhiên lớn thứ năm trong Hệ Mặt Trời.,false
W03552B,trắng muốt,"Trắng, mịn màng, tươi sáng.",false
W03553,trắng tay,"(Khẩu ngữ) bị mất hết tất cả tiền bạc của cải, hoàn toàn không còn gì.",false
W03554,trầm trồ,"Thốt ra lời khen ngợi với vẻ ngạc nhiên, thán phục.",false
W03560,quạt trần,Quạt điện được thiết kế để treo trên trần nhà.,true
W03562,trần nhà,,true
W03568,tự,"Tự bản thân làm, không nhờ ai.",false
W03571B,tre,"Cây thân cứng, rỗng ở các gióng, đặc ở mấu, mọc thành bụi, thường dùng để làm nhà và đan lát.",false
W03573,trêu,"Dùng lời nói, cử chỉ làm cho bực tức, xấu hổ, nhằm đùa vui.",true
W03576,trí khôn,Khả năng suy nghĩ và hiểu biết.,false
W03578,trí thức,Người làm việc lao động trí óc.,false
W03593,trình bày,Nói ra một cách rõ ràng và đầy đủ cho người khác (thường là cấp trên hoặc số đông) hiểu rõ.,true
W03594,trình độ,"Mức độ về sự hiểu biết, về kĩ năng được xác định hoặc đánh giá theo tiêu chuẩn nhất định nào đó.",false
W03599,trò chơi,"Hoạt động bày ra để vui chơi, giải trí.",false
W03602B,trọc đầu,,false
W03603,trói tay,,true
W03606,trong sáng,"Trong và sáng, không một chút vẩn đục, không một vết mờ.",false
W03607,tròn,"Có hình dáng, đường nét giống như hình tròn, đường tròn.",true
W03612,trong suốt,Trong đến mức có thể nhìn xuyên qua.,true
W03614,trọng tài,Người điều khiển và xác định thành tích của cuộc thi đấu trong một số môn thể thao.,true
W03615,xe tải,Ô tô lớn để chở hàng.,true
W03618,trộm cắp,"Lấy trộm, lấy cắp của cải.",true
W03619B,trốn chạy,,false
W03620B,trông chờ,Chờ đợi với nhiều hi vọng.,false
W03621,trông coi,"Để ý nhìn ngó, coi sóc, giữ gìn cho yên ổn, cho mọi việc được bình thường.",true
W03622B,trông nom,"Để ý đến, chăm sóc và giữ gìn cho mọi việc được tốt đẹp.",false
W03624,trống,"Nhạc khí rỗng, thường có hình trụ, thân bằng gỗ hoặc kim loại có một hoặc hai mặt thường bịt da căng, dùng dùi hay tay để gõ thành tiếng.",true
W03626,trộn,Đảo lộn lên cho thứ nọ lẫn vào thứ kia.,true
W03629,trở thành,Thành ra là.,false
W03632,trú mưa,Ở tạm một nơi khô ráo nào đó khi trời bất ngờ mưa.,true
W03643,trung tâm,Nơi ở giữa của một vùng nào đó; thường là nơi dân cư tập trung đông đúc nhất.,false
W03644,trung thành,"Trước sau một lòng một dạ, giữ trọn niềm tin, giữ trọn những tình cảm gắn bó, những điều đã cam kết đối với ai hay cái gì.",false
W03645B,Trung Thu,"(thường viết hoa) rằm tháng tám; ngày tết của trẻ em, theo phong tục cổ truyền.",false
W03646,trung ương,"Thuộc bộ phận chính, quan trọng nhất, có tác dụng chi phối các bộ phận xung quanh có liên quan.",false
W03648,trúng thưởng,"Đạt được một danh hiệu, giải thưởng nào đó do kết quả một sự tuyển chọn trong số đông hoặc do may mắn.",true
W03649B,trúng tuyển,"Thi đỗ, được tuyển.",false
W03650,truyền dịch,,true
W03653,truyền thông,"Đưa ra những thông tin để nhiều người biết đến hơn thông qua loa, truyền hình,..",false
W03654,truyền thống,"Thói quen hình thành đã lâu đời trong lối sống và nếp nghĩ, được truyền lại từ thế hệ này sang thế hệ khác.",false
W03657,trực nhật,"Làm nhiệm vụ theo dõi, đôn đốc việc thực hiện nội quy, giữ gìn trật tự, vệ sinh, v.v. của cơ quan, trường, lớp, v.v. trong một ngày.",true
W03659B,trứng,"Khối hình bầu dục hoặc hình cầu do một số động vật cái đẻ ra, sau có thể nở thành con.",false
W03663B,trường tiểu học,,false
W03665,trực tiếp,"Có quan hệ thẳng với đối tượng tiếp xúc, không qua khâu trung gian.",false
W03666,trưng bày,"Bày ở nơi trang trọng cho công chúng xem để tuyên truyền, giới thiệu.",true
W03669B,trước,Phía những vị trí mà mắt nhìn thẳng có thể thấy được.,false
W03672,trường hợp,"Việc xảy ra hoặc giả định xảy ra, nói về mặt tính chất cụ thể của nó, lần này khác những lần khác.",false
W03673B,trường mầm non,,false
W03676,trưởng nhóm,Người đứng đầu một nhóm người.,false
W03685B,tuần,Khoảng thời gian nhất định.,false
W03692,túm tóc,Nắm giữ chặt tóc trong tay.,true
W03696,tung tăng,Di chuyển không ngừng từ chỗ nọ đến chỗ kia với những động tác biểu thị sự vui thích (thường nói về trẻ con hoặc con vật nhỏ).,false
W03698,tuổi thơ,"Độ tuổi còn nhỏ, còn non dại.",true
W03701,tuyên bố,Trịnh trọng và chính thức thông báo cho mọi người biết (thường là vấn đề có tầm quan trọng).,false
W03702,tuyên ngôn,"Bản tuyên bố có tính chất cương lĩnh của một chính đảng, một tổ chức.",true
W03708,tuyệt vọng,Mất hết mọi hi vọng.,false
W03710,từ bỏ,"Bỏ đi không nhìn nhận, tự coi là không có quan hệ gì nữa.",false
W03714B,từ trái nghĩa,Từ có nghĩa trái ngược nhau.,false
W03717B,tự do,"Không bị cấm đoán, hạn chế vô lí trong hoạt động cụ thể nào đó.",false
W03719B,tự lập,"Tự xây dựng lấy cuộc sống cho mình, không ỷ lại, nhờ vả người khác.",false
W03720B,tự tin,Tin vào bản thân mình.,false
W03722B,tự vệ,Tự bảo vệ mình chống lại mọi sự xâm phạm từ bên ngoài.,false
W03725,tươi cười,"(vẻ mặt) Biểu hiện vui vẻ, phấn khởi.",true
W03727B,tưới cây,"Làm cho thấm ướt đều bề mặt bằng cách đổ nước, phun nước trên bề mặt.",false
W03728,nước tương (xì dầu),,true
W03729,tương ứng,Có mối quan hệ phù hợp với nhau.,false
W03730,tưởng,Tin và nghĩ chắc (điều thật ra không phải).,false
W03732,tưởng tượng,Tạo ra trong tâm trí hình ảnh những cái không có ở trước mắt hoặc chưa hề có.,true
W03732B,tưởng tượng,Tạo ra trong tâm trí hình ảnh những cái không có ở trước mắt hoặc chưa hề có.,false
W03734,tượng,Hình người hay vật được tạc nên bằng một chất liệu rắn.,true
W03742,ủng hộ,"Tỏ thái độ đồng tình bằng lời nói hoặc bằng hành động bênh vực, giúp đỡ.",true
W03745,uốn,Làm cho một vật dài nào đó có hình dáng cong theo ý muốn.,true
W03746,uốn cong,,true
W03747,uốn dẻo,"Làm động tác uốn mình một cách mềm mại, khéo léo, trông đẹp mắt.",true
W03748,uốn tóc,Làm cho tóc xoăn và giữ nếp theo một kiểu nhất định.,true
W03750,ủy ban,"Là một cơ quan hành chính nhà nước, thực thi pháp luật tại các cấp tỉnh, huyện và xã.",false
W037511,ủy ban nhân dân,"Cơ quan chấp hành có nhiệm vụ tổ chức thực hiện các nghị quyết của hội đồng nhân dân, quản lí công tác của nhà nước ở địa phương.",true
W03751B,ủy quyền,Nhờ một người khác thay mặt giải quyết công việc.,false
W03752,ức chế,Ngăn cản hoặc kìm hãm hoạt động.,false
W03757,ưu điểm,"Điểm tốt, điểm hay.",false
W03758B,ưu tiên,"Được chú ý trước nhất, trước những đối tượng khác, vì được coi trọng hơn.",false
W03759,va chạm,Va vào nhau.,false
W03761,va li,"Vật dùng để đựng hành lí, thường làm bằng vải hoặc da, hình hộp chữ nhật, có quai xách.",true
W03762,vác,"Mang, chuyển (thường là vật nặng hoặc cồng kềnh) bằng cách đặt lên vai.",true
W03767,vai,Phần cơ thể nối liền hai cánh tay (hoặc hai chân trước ở loài thú) với thân.,true
W03768,vai trò,"Tác dụng, chức năng của ai hoặc cái gì trong sự hoạt động, sự phát triển chung của một tập thể, một tổ chức.",false
W03778,vàng bạc,Vàng và bạc (nói khái quát); thường dùng để chỉ những thứ quý giá.,true
W03780,vào,Ở trong khoảng thời gian xác định đại khái nào đó.,false
W03781,vào lớp,,false
W03782,vào mùa,,false
W03784,vá xe,,true
W03786,văn,"Hình thức ngôn ngữ được trau chuốt cho hay, đẹp.",false
W03787,văn bản,"Bản viết hoặc in, mang nội dung nhất định, thường để lưu lại.",true
W03793B,văn nghệ,"Các hoạt động biểu diễn nghệ thuật như ca, múa, nhạc, v.v. phục vụ vui chơi, giải trí.",false
W03794,vắn tắt,"Ngắn gọn, chỉ gồm những điểm cơ bản nhất.",false
W03795B,vắng,"Không có mặt, không xuất hiện ở một nơi nào đó như bình thường.",false
W03796,vắng lặng,"Từ chỉ không gian im ắng, vắng vẻ và lạnh lẽo.",false
W03797,vắt cam,,true
W03799B,vấn đề,"Điều cần được xem xét, nghiên cứu, giải quyết.",false
W03800,vận chuyển,"Mang chuyển đồ vật, hàng hoá đến một nơi khác tương đối xa, bằng phương tiện nào đó.",true
W03801,vận động,"Thay đổi tư thế, vị trí của thân thể hay bộ phận cơ thể, về mặt có tác dụng giữ gìn và tăng cường sức khoẻ.",true
W03806,vật,"Ôm, túm lấy nhau và dùng sức cố làm cho đối phương ngã xuống.",true
W03809B,vật nuôi,"Chỉ gia súc, gia cầm nói chung.",false
W03810,vây bắt,,false
W03812,vẫy tay,,true
W03814,vé,"Mảnh giấy nhỏ chứng nhận đã trả tiền cho một suất đi tàu xe, xem giải trí, v.v., thường chỉ dùng được một lần.",true
W03819,vệ sinh cá nhân,,true
W03821,vết thương,Chỗ bị thương trên cơ thể.,true
W03825B,vì sao?,,false
W03826,vĩ cầm,Violon.,true
W03827,vĩ đại,"Có tầm cỡ và giá trị lớn lao, đáng khâm phục.",false
W03828B,ví dụ,"Lấy tình huống, sự vật giả định để giải thích cho một định lý, hiện tượng, sự việc,..",false
W03829,vị ngữ,"Thành phần chính yếu của một câu đơn, nói rõ hoạt động, tính chất, trạng thái của đối tượng được nêu ở chủ ngữ.",false
W03832,vị trí,"Chỗ, nơi được xác định dành riêng cho người, vật hoặc việc nào đó.",false
W03835,việc làm,Công việc được giao cho làm và được trả công.,false
W03840,viện bảo tàng,"Cơ quan sưu tầm, cất giữ, trưng bày những tài liệu, hiện vật có giá trị, ý nghĩa lịch sử.",true
W03841,viện nghiên cứu,,true
W03848,vịnh,"Phần biển, đại dương hoặc hồ lớn ăn sâu vào đất liền.",true
W03853,vòng đeo tay,,true
W03855,vỏ,"Lớp mỏng bọc bên ngoài của cây, quả, củ..",true
W03856,võ thuật,Thuật đánh võ.,true
W03858,vòi nước,"Vòi có van khóa, mở, lắp ở ống nước hay bể nước.",true
W03859,mái vòm,,true
W03863,vòng tròn,"Vòng hình tròn, đường tròn.",true
W03864,võng (cái võng),"Đồ dùng bện bằng sợi hoặc làm bằng vải dai, dày, hai đầu mắc lên cao, ở giữa chùng xuống, để nằm, ngồi, có thể đưa đi đưa lại.",true
W03865,nhiều vô cùng,,false
W03866,vô lí,"Không có lí, không hợp lẽ phải.",false
W03868,vô tâm,"Không hay để ý, quan tâm cả đến những điều người khác thường chú ý.",false
W03870,vô tư,Không hoặc ít lo nghĩ.,false
W03871,vô ý,"Không để ý, do sơ suất.",false
W03872,vô ý thức,"Không có chủ định, không nhận biết rõ việc (sai trái) mình đang làm.",false
W03873,vồ,"Lao mình tới rất nhanh để tóm lấy, bắt lấy một cách bất ngờ.",true
W03875,vỗ cánh,,true
W03876,vỗ tay,"Đập hai lòng bàn tay vào nhau cho phát ra thành tiếng (thường liên tiếp, để tỏ ý hoan nghênh, tán thành).",true
W03878,vội vã,"Tỏ ra rất vội, hết sức muốn tranh thủ thời gian đến mức tối đa để cho kịp.",false
W03884,vớt,Lấy từ dưới nước lên.,true
W03888B,vui chơi,Hoạt động giải trí một cách thích thú (nói khái quát).,false
W03889B,vui mừng,Rất vui vì được như mong muốn (nói khái quát).,false
W03890B,vui sướng,Vui vẻ và sung sướng.,false
W03892,vui tính,Có tính luôn luôn vui vẻ.,false
W03909,vuốt tóc,,true
W03912,vững chắc,"Có khả năng chịu tác động mạnh từ bên ngoài mà vẫn giữ nguyên được trạng thái, tính chất, không bị phá huỷ, đổ vỡ.",false
W03917,vườn thú,Vườn công cộng tập hợp nhiều loài động vật khác nhau để làm nơi tham quan và nghiên cứu.,true
W03924,vượt trội,Vượt hẳn lên trên mức bình thường.,false
W03925,xa cách,"Xa nhau hoàn toàn, tách biệt, không có sự gần gũi, hoà nhập.",false
W03928,xa xôi,"Xa và đi lại cách trở về không gian, thời gian (nói khái quát).",false
W03930B,xà phòng,"Chất dùng để giặt rửa, chế tạo bằng cách cho một chất kiềm tác dụng với một chất béo.",false
W03931B,xà phòng giặt,,false
W03933,xả rác,,true
W03935B,xã hội,"Hình thức sinh hoạt chung có tổ chức của loài người ở một trình độ phát triển nhất định, được hình thành trong quá trình lịch sử, xây dựng trên cơ sở một phương thức sản xuất nhất định.",false
W03936,xách túi,,true
W03939,xã,"Đơn vị hành chính cơ sở ở nông thôn, bao gồm một số thôn.",false
W03941,xác định,"Qua nghiên cứu, tìm tòi, biết được rõ ràng, chính xác.",false
W03945B,cây xanh tươi,,false
W03948,xăng,"Dầu nhẹ, dễ bay hơi, dễ bốc cháy, được cất từ dầu mỏ, than đá, dùng làm chất đốt cho các loại động cơ.",true
W03953,xâm lược,"Xâm chiếm lãnh thổ, cướp đoạt chủ quyền và lãnh thổ của nước khác bằng vũ lực hoặc bằng các thủ đoạn chính trị, kinh tế.",true
W03956B,xây,Gắn các loại vật liệu vào nhau bằng chất kết dính (thường là vữa) để làm thành một công trình hay một bộ phận công trình.,false
W03958,xây nhà,,true
W03959,xe đạp,"Xe người đi có hai hoặc ba bánh, tay lái nối với bánh trước, dùng sức người đạp cho quay bánh (hoặc hai bánh) sau.",true
W03961,xe máy,"Xe người đi có hai bánh, chạy bằng động cơ.",true
W03962B,xe cảnh sát,,false
W03965,xe cứu thương,,true
W03967B,xe khách,"(Khẩu ngữ) ô tô lớn chở hành khách trên các tuyến đường dài, thường là các đường liên tỉnh.",false
W03973,xé rách,,true
W03974,xem xét,"Tìm hiểu, quan sát kĩ để đánh giá, rút ra những nhận xét, kết luận cần thiết.",false
W03975,xen,Làm cho ở vào vị trí giữa những cái khác.,false
W03976,xẻng,"Dụng cụ gồm một lưỡi sắc mỏng và to bản, tra vào cán, dùng để xúc đất cát, vật liệu rời.",true
W03978,xếp,"Đặt từng cái một theo đúng vị trí, hàng lối hoặc trật tự nhất định.",true
W03979,xếp hàng,Đứng thành hàng theo thứ tự.,true
W03990,xin lỗi,Xin được tha thứ vì đã biết lỗi.,true
W03991,xinh,"Có hình dáng và những đường nét rất dễ coi, ưa nhìn (thường nói về trẻ em, phụ nữ trẻ).",false
W03992,xinh xắn,Rất xinh (nói khái quát).,true
W03993,xóa bảng,,true
W03995,xoá bỏ,"Làm mất hẳn đi, khiến cho không còn tồn tại hoặc không còn tác dụng nữa.",false
W03996,xoáy,Làm cho ăn sâu vào theo đường vòng tròn.,true
W03999,xóm làng,"Làng và xóm, là khối dân cư ở nông thôn với đời sống riêng.",true
W04000,xô,"Đồ dùng đựng nước, đáy nhỏ, miệng loe rộng có gắn quai xách, thường làm bằng kim loại hoặc bằng nhựa.",true
W04001,xôi,Món ăn bằng gạo nếp được đồ chín.,true
W04010B,xuất hiện,Hiện ra và nhìn thấy được.,false
W04011,xuất khẩu,"Đưa hàng hoá hoặc vốn ra nước ngoài để buôn bán, kinh doanh; phân biệt với nhập khẩu.",true
W04013,xúc xắc,"Khối hình lập phương nhỏ có sáu mặt, chấm số từ một đến sáu.",true
W04014,xung đột,Đánh nhau giữa những lực lượng đối địch (nói khái quát).,false
W04016,xung phong,"Tự nguyện nhận làm công việc, nhiệm vụ nào đó (thường là khó khăn).",true
W04017,xung quanh nhà,,true
W04019,xuống,Di chuyển đến một vị trí thấp hơn hay được coi là thấp hơn.,false
W04025B,xưa,Thuộc về thời đã qua từ rất lâu rồi.,false
W04028,xương rồng,"Cây cùng họ với thầu dầu, thân mềm ba cạnh, có chứa mủ trắng, lá thoái hoá thành gai, thường trồng làm hàng rào.",true
W04034,y tế,"Ngành y học ứng dụng, chuyên việc phòng, chữa bệnh và bảo vệ sức khoẻ.",false
W04035,ý chí,Khả năng tự xác định mục đích cho hành động và quyết tâm đạt cho được mục đích đó.,false
W04038B,ý nghĩa,"Nội dung chứa đựng trong một hình thức biểu hiện bằng ngôn ngữ, văn tự hoặc bằng một kí hiệu nào đó.",false
W04039,ý thức,Khả năng của con người phản ánh và tái hiện hiện thực vào trong tư duy.,false
W04040,ý tưởng,"Điều nảy ra, nghĩ ra trong đầu, thường chưa được trọn vẹn.",false
W04041,yếm,Phần vỏ cứng che bụng dưới lớp mai của một số loài vật.,true
W04044,yên bình,Yên vui trong cảnh hòa bình.,false
W04046,yên lòng,Ở trạng thái tâm lí không có điều gì phải lo lắng cả.,false
W04048,yên tâm,"Ở trạng thái tâm lí yên ổn, không có gì phải băn khoăn, lo lắng cả.",false
W04056B,tôi yêu bạn,,false
W04057B,yêu cầu,"Nêu ra điều gì với người nào đó, tỏ ý muốn người ấy làm, biết rằng đó là việc thuộc nhiệm vụ, trách nhiệm hoặc quyền hạn, khả năng của người ấy.",false
W04059B,yếu,"Có sức lực kém dưới mức bình thường, trái nghĩa với khỏe.",false
W04063,hoan hô,"Tán thưởng bằng lời hoặc bằng cách vỗ tay, v.v.",false
W04066B,môn Địa lý,,false
W04068,con trai,,true
W04069,đệm,"Đồ dùng làm bằng chất liệu mềm, xốp, dùng để lót vào chỗ nằm, ngồi cho êm.",true
W00018B,anh rể,,false
W00019B,anh ruột,,false
W00024,sáng,Có ánh sáng toả ra khiến cho có thể nhìn thấy mọi vật.,true
W00027,ảo thuật,"Nghệ thuật dùng những động tác nhanh nhẹn, khéo léo hoặc sử dụng những vật liệu, thiết bị đặc biệt khiến người xem cảm giác thấy những sự biến hoá kì lạ không lường được.",true
W00028,áo,Đồ mặc che thân từ cổ trở xuống.,true
W00032B,áo đồng phục,,false
W00042,ăn uống,Ăn và uống (nói khái quát).,true
W00045,âm thanh,âm (nói khái quát).,false
W00050,ẩm ướt,"Ẩm, do thấm nhiều nước hoặc có chứa nhiều hơi nước (nói khái quát).",true
W00051,ấm áp,Ấm và gây cảm giác dễ chịu (nói khái quát).,true
W00057B,ân hận,"Băn khoăn, day dứt và tự trách mình đã để xảy ra việc không hay.",false
W00061,ấn tượng,Nhận thức cảm tính xen lẫn với cảm xúc còn lưu giữ lại trong đầu óc.,false
W00069,triệu phú,"Một cá nhân rất giàu, có bạc triệu.",true
W00071,bài báo,,true
W00075B,bài thơ,,false
W00076,hệ bài tiết,,true
W00081,bãi cát,,true
W00082,bãi cỏ,,true
W00083,bãi đỗ xe (ô tô),,true
W00084,bãi tắm,"Bãi cát rộng, bằng phẳng ven biển hoặc ven sông, dùng làm nơi tắm mát và nghỉ ngơi.",true
W00086B,ban đêm,Khoảng thời gian từ sau khi trời tối cho đến trước khi trời sáng; phân biệt với ban ngày.,false
W00087,ban giám hiệu,"Tập thể những người lãnh đạo một trường học, đứng đầu là hiệu trưởng.",false
W00089,ban ngày,Khoảng thời gian từ sau khi trời sáng đến trước khi trời tối; phân biệt với ban đêm.,true
W00091,bàn bạc,"Bàn, trao đổi ý kiến (nói khái quát).",true
W00094,bàn ghế,,true
W00096,bàn phím (máy vi tính),"Thiết bị nhập dữ liệu của máy tính, thiết bị tập hợp các phím kí tự và phím điều khiển, được nối với máy tính để điều khiển hoặc nhập dữ liệu.",true
W00097,bàn tay,"Phần cuối của tay, có các ngón tay, để cầm nắm, sờ mó, lao động; thường được coi là biểu tượng của sự lao động chân tay có tính sáng tạo của con người.",true
W00099B,bản đồ Việt Nam,,false
W00102,bản nhạc,Bản ghi bài hát hoặc bài đàn bằng kí hiệu âm nhạc.,true
W00103,bản sao (chỉ người),,false
W00104,bản thân,"Tự, chính cá nhân, hoặc sự việc được nói đến.",false
W00107B,bán hàng,,false
W00108,bán kính (hình tròn),Đoạn thẳng từ tâm đến một điểm trên đường tròn hoặc trên mặt cầu; nửa đường kính.,true
W00110B,bạn,"Người quen biết và có quan hệ gần gũi, thân thiện với nhau .",false
W00111B,bạn gái,,false
W00112B,bạn trai,,false
W00113,bảng học sinh,,true
W00115B,bảng chia,,false
W00116,bảng chỉ dẫn,,true
W00118,bảng chữ cái ngón tay,,true
W00119B,bảng cộng,,false
W00120,bảng cửu chương,Bảng kê tất cả các tích số của hai số nguyên từ 2 lần 1 đến 9 lần 10.,true
W00121B,bảng đen,"Bảng sơn màu đen, để viết phấn lên, thường dùng trong trường học.",false
W00122,hãng máy bay,,false
W00123B,bảng màu,Đồ dùng để đựng và pha màu khi vẽ.,false
W00124B,bảng nhân,,false
W00125,hãng xe máy,,false
W00126B,bảng trừ,,false
W00137B,bánh mì,"Bánh làm bằng bột mì ủ men nướng chín trong lò, dùng làm món ăn chính ở một số nước.",false
W00145B,bao giờ?,"Khoảng thời gian nào đó chưa xác định, (thường dùng để hỏi).",false
W00146,bao la,Rộng lớn đến mức như bao trùm lên tất cả.,false
W00147,bao nhiêu?,Số lượng không rõ nhiều hay ít (thường dùng để hỏi).,false
W00152,bảo đảm,"Tạo điều kiện để chắc chắn giữ gìn được, hoặc thực hiện được, hoặc có được những gì cần thiết.",false
W00153,bảo hiểm,"Bảo đảm sự an toàn, phòng ngừa tai nạn.",false
W00155,lưu,"Giữ lại, để lại lâu dài về sau, không mất đi hoặc không để mất đi.",false
W00156,bảo tàng,"Nơi tàng trữ, bảo quản và trưng bày những tài liệu, hiện vật có ý nghĩa lịch sử.",false
W00158,tồn tại,"Còn lại, chưa mất đi, chưa được giải quyết.",false
W00159B,bảo vệ môi trường,,false
W00160B,báo (con báo),"Thú dữ cùng họ với hổ nhưng nhỏ hơn, lông vàng có điểm nhiều chấm đen.",false
W00161,báo cáo,Bản trình bày về một vấn đề nào đó.,false
W00163,báo động,(Dùng tín hiệu hoặc hiệu lệnh) báo cho mọi người biết có việc nguy cấp đang xảy ra để sẵn sàng ứng phó.,false
W00166,báo thù,"Trả được cả mối thù, bắt kẻ thù phải chịu sự trừng phạt.",false
W00174,bay,Di chuyển ở trên không.,true
W00175,xì hơi (đánh rắm),Để cho hơi trong ruột thoát ra qua hậu môn.,true
W00184B,bắc nam,Phương bắc và phương nam; thường dùng (viết hoa) để nói về sự phân li xa cách giữa những người thân.,false
W00186B,bắn bi,,false
W00187,bắn súng,,true
W00189,băng chuyền,"Băng hoặc dải chuyển động liên tục trên trục lăn, thường dùng để chuyển dịch hàng hoá, hành lí.",true
W00190,băng dính,"Băng thường làm từ vải hoặc nilông, được phết lớp chất dính, dùng để làm kín hoặc để liên kết các vật lại với nhau.",true
W00191,băng giá,Lạnh đến mức như xung quanh có băng giá.,true
W00194,bằng,"Không hơn, không kém.",false
W00195,bằng phẳng,"Có bề mặt không gồ ghề, không lồi lõm.",false
W00196B,bắp ngô,"Bộ phận hình bắp được coi là quả của cây ngô, gồm một lõi xốp mang nhiều hạt bọc trong bẹ.",false
W00197,bắt,"Nắm lấy, giữ lại, không để cho hoạt động tự do.",true
W00199,bắt giữ,"Bắt và giữ lại, giam lại.",true
W00200,bắt nạt,"Cậy quyền thế, sức mạnh mà doạ dẫm làm cho phải sợ.",false
W00202,bắt tay,Nắm bàn tay người khác để chào hay để biểu lộ tình cảm.,true
W00206,bất động,Ở trạng thái cơ thể không cử động.,false
W00209,bật đèn,,true
W00210,bật lửa,"Dụng cụ nhỏ, có bộ phận làm bật ra lửa để lấy lửa.",true
W00212,bầu trời,"Khoảng không gian ta nhìn thấy được, như một hình vòm úp trên mặt đất.",true
W00214B,bẫy chuột (hành động),,false
W00216B,bẻ ngô,,false
W00217,bé gái,,true
W00220B,bé trai,,false
W00225,béo,"(Cơ thể người, động vật) có nhiều mỡ.",true
W00228,bê tông,"Vật liệu xây dựng chế tạo từ hỗn hợp xi măng, cát, đá và nước, đúc vào khuôn.",true
W00230,bể bơi,"Bể lớn, được xây để chứa nước làm nơi bơi lội.",true
W00236,bên cạnh,,false
W00237,bên dưới,,true
W00238,bên phải,,true
W00239,bên trái,,true
W00240,bên trên,,true
W00241,bên trong,,true
W00242,bến phà,,true
W00243,bến tàu,"Nơi trong cảng có các công trình và thiết bị cho tàu thuỷ đỗ, hành khách lên xuống, xếp dỡ hàng hoá hoặc làm các việc phục vụ kĩ thuật cho tàu.",true
W00248,bệnh nhân,"Người bệnh đang được điều trị, trong quan hệ với cơ sở điều trị và với thầy thuốc.",true
W00255B,bìa vở,Tờ giấy dày hoặc vật hình tấm đóng ngoài quyển vở.,false
W00260,biển đông,,false
W00261,biển hiệu,"Biển đề tên cửa hàng hoặc cơ sở kinh doanh và một số thông tin riêng khác (như địa chỉ, số điện thoại) để tiện cho việc giao dịch, kinh doanh, quảng cáo nói chung.",false
W00262B,biến đổi,Thay đổi hoặc làm cho thay đổi thành khác trước.,false
W00263,biện pháp,Cách thức xử lí công việc hoặc giải quyết vấn đề.,false
W00265,biểu đồ,"Hình vẽ biểu một khái niệm, quy luật hay quan hệ nào đó.",true
W00270,biểu thị,"Tỏ ra cho thấy, cho biết (tư tưởng, tình cảm, thái độ) bằng lời nói hoặc việc làm.",false
W00271,biểu thức,Kí hiệu hoặc tổ hợp kí hiệu toán học nối liền với nhau bằng các dấu phép toán.,true
W00274B,bình an,"Ở tình trạng không gặp điều gì không hay xảy ra, làm ảnh hưởng đến sức khoẻ, đời sống.",false
W00279,bình minh,"Khoảng thời gian trời hửng sáng, ngay trước lúc mặt trời vừa mới mọc.",true
W00282,bình phương,Tích của một số hoặc một biểu thức với chính nó.,false
W00286B,bình thường,"Không có gì khác thường, không có gì đặc biệt.",false
W00288,bò,"(Người) di chuyển thân thể một cách chậm chạp, ở tư thế nằm sấp, bằng cử động đồng thời của cả tay và đầu gối.",true
W00293,bỏ phiếu,Dùng phiếu để thể hiện sự lựa chọn hay thái độ của mình trong cuộc bầu cử hoặc biểu quyết.,true
W00294,bỏ qua,"Bỏ bớt đi, không thực hiện đầy đủ theo quy trình.",false
W00295,bỏ rơi,"Bỏ mặc, không quan tâm đến, coi như không còn có quan hệ.",false
W00297,bó đũa,,false
W00298,bó hoa,,true
